x4,phi,phidot,KE,PE,rho,P,w,w_avg,rho_drift
4.300000000000000e0,-8.387317369368760e-1,5.025577862378898e-1,1.262821642541643e-1,1.237178361235726e-1,2.500000003777368e-1,2.564328130591723e-3,1.025731250686863e-2,2.027471577615417e-1,1.510947367222570e-9
4.350000000000000e0,-8.128883923283777e-1,5.307352591585062e-1,1.408399576570233e-1,1.091600427203067e-1,2.500000003773301e-1,3.167991493671665e-2,1.267196595556061e-1,2.012039546382049e-1,1.509320224357680e-9
4.400000000000000e0,-7.857020210201110e-1,5.562852480950194e-1,1.547266386240687e-1,9.527336175134918e-2,2.500000003754178e-1,5.945327687271948e-2,2.378131071337608e-1,2.009887549644149e-1,1.501671231807222e-9
4.450000000000000e0,-7.573027693762272e-1,5.792621024767997e-1,1.677722916829212e-1,8.222770869578544e-2,2.500000003787066e-1,8.554458298713574e-2,3.421783314302022e-1,2.019888332151741e-1,1.514826486470611e-9
4.500000000000000e0,-7.278173164508659e-1,5.997494448193255e-1,1.798496982805446e-1,7.015030209781788e-2,2.500000003783625e-1,1.096993961827267e-1,4.387975840668086e-1,2.040832679322111e-1,1.513449809920075e-9
4.550000000000000e0,-6.973675202314864e-1,6.178557439797562e-1,1.908728601843890e-1,5.912714019439192e-2,2.500000003787810e-1,1.317457199899971e-1,5.269828791615441e-1,2.071470807199250e-1,1.515123804196605e-9
4.600000000000000e0,-6.660692884339688e-1,6.337097877150991e-1,2.007940475229580e-1,4.920595285662620e-2,2.500000003795842e-1,1.515880946663318e-1,6.063523777446800e-1,2.110549127605031e-1,1.518336789629871e-9
4.650000000000000e0,-6.340316749014183e-1,6.474562089515495e-1,2.095997712549563e-1,4.040022912411509e-2,2.500000003790714e-1,1.691995421308412e-1,6.767981674971456e-1,2.156841639417979e-1,1.516285541569573e-9
4.700000000000000e0,-6.013561956638536e-1,6.592511925148807e-1,2.173060674161462e-1,3.269393296488787e-2,2.500000003810340e-1,1.846121344512583e-1,7.384485366795370e-1,2.209175595603781e-1,1.524136150621302e-9
4.750000000000000e0,-5.681363530382932e-1,6.692584602154702e-1,2.239534432849911e-1,2.604655709602298e-2,2.500000003810141e-1,1.979068861889681e-1,7.916275435493874e-1,2.266451435662106e-1,1.524056214563529e-9
4.800000000000000e0,-5.344573520110173e-1,6.776456039471387e-1,2.296017822744412e-1,2.039821810639402e-2,2.500000003808352e-1,2.092035641680471e-1,8.368142553974353e-1,2.327657243569106e-1,1.523340786846461e-9
4.850000000000000e0,-5.003959903151809e-1,6.845808100693362e-1,2.343254427575943e-1,1.567455762357469e-2,2.500000003811690e-1,2.186508851340196e-1,8.746035392025915e-1,2.391878189233343e-1,1.524675941055875e-9
4.900000000000000e0,-4.660207020358833e-1,6.902299953225388e-1,2.382087232214760e-1,1.179127715983315e-2,2.500000003813092e-1,2.264174460616429e-1,9.056697828652107e-1,2.458301540469116e-1,1.525236603683311e-9
4.950000000000000e0,-4.313917340863285e-1,6.947543550250567e-1,2.413418069131412e-1,8.658193467890042e-3,2.500000003810313e-1,2.326836134452512e-1,9.307344523624489e-1,2.526217900425370e-1,1.524125270435661e-9
5.000000000000000e0,-3.965614352437799e-1,6.983083087854798e-1,2.438172470594185e-1,6.182753322510718e-3,2.500000003819292e-1,2.376344937369078e-1,9.505379734954782e-1,2.595019342714012e-1,1.527716841920324e-9
5.050000000000000e0,-3.615746384938217e-1,7.010378172748023e-1,2.457270106247096e-1,4.272989752804284e-3,2.500000003775139e-1,2.414540208719053e-1,9.658160820291852e-1,2.664195094544798e-1,1.510055414044587e-9
5.100000000000000e0,-3.264691189699072e-1,7.030790355741086e-1,2.471600651319093e-1,2.839935244895693e-3,2.500000003768050e-1,2.443201298870136e-1,9.772805180750778e-1,2.733325368132802e-1,1.507219904439694e-9
5.150000000000000e0,-2.912761116190244e-1,7.045572634637670e-1,2.482004687497760e-1,1.799531619925749e-3,2.500000003697018e-1,2.464009371298503e-1,9.856037470618833e-1,2.802073872575056e-1,1.478807076793487e-9
5.200000000000000e0,-2.560208748179791e-1,7.055861510505367e-1,2.489259082771554e-1,1.074092088169281e-3,2.500000003653247e-1,2.478518161889861e-1,9.914072633072023e-1,2.870179460837271e-1,1.461298637650543e-9
5.250000000000000e0,-2.207232881645900e-1,7.062671176320786e-1,2.494066207241622e-1,5.933796360725381e-4,2.500000003602347e-1,2.488132410880896e-1,9.952529629182598e-1,2.937447286268605e-1,1.440938923735757e-9
5.300000000000000e0,-1.853984748786074e-1,7.066889436535199e-1,2.497046315410639e-1,2.953688129473258e-4,2.500000003540112e-1,2.494092627281166e-1,9.976370494997674e-1,3.003739765285788e-1,1.416044836943797e-9
