a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
5.220457767610158e-1,9.155408290138969e-1,-6.500000000000004e-1,4.365270236002466e-1,3.044305003257171e-1,1.999200765687521e-2,1.676378041766609e0,1.998401850762786e-4,2.101318492051485e0,2.101518332236561e0,-2.101118651866408e0,-9.998098135219560e-1,2.492688448166258e-1,7.503287153023580e-1,4.024398810160991e-4,1.263690640610922e-1
5.272924240430488e-1,8.964808793049506e-1,-6.399999999999997e-1,4.425259022581781e-1,3.045512047114539e-1,2.025020469769083e-2,1.657671925206783e0,2.050353951491899e-4,2.101301151135957e0,2.101506186531106e0,-2.101096115740807e0,-9.998048681498409e-1,2.549248977137773e-1,7.446796664765922e-1,3.954358096304127e-4,1.178849872845631e-1
5.325918010068973e-1,8.776105792643427e-1,-6.299999999999999e-1,4.485922165947349e-1,3.046748391450149e-1,2.051065967796748e-2,1.639314647957976e0,2.103435802127005e-4,2.101283382150545e0,2.101493725730758e0,-2.101073038570332e0,-9.997998151718110e-1,2.606646893790268e-1,7.389468233964986e-1,3.884872244744529e-4,1.092754812177843e-1
5.379444375946745e-1,8.589280418463421e-1,-6.200000000000001e-1,4.547261965520188e-1,3.048014571433001e-1,2.077335451966970e-2,1.621301250635294e0,2.157661289999408e-4,2.101265176886183e0,2.101480943015183e0,-2.101049410757183e0,-9.997946532613420e-1,2.664874529288772e-1,7.331309525190475e-1,3.815945520752895e-4,1.005417013767502e-1
5.433508690744996e-1,8.404313987816381e-1,-6.100000000000003e-1,4.609280552304138e-1,3.049311123896166e-1,2.103826976608643e-2,1.603626830076273e0,2.213043973753132e-4,2.101246527084621e0,2.101467831481997e0,-2.101025222687246e0,-9.997893811229849e-1,2.723923234345668e-1,7.272329183222428e-1,3.747582431902003e-4,9.168495041764890e-2
5.488116360940266e-1,8.221188003905084e-1,-5.999999999999996e-1,4.671979884257677e-1,3.050638587021684e-1,2.130538456140497e-2,1.586286538068010e0,2.269597056546766e-4,2.101227424442157e0,2.101454384147812e0,-2.101000464736503e0,-9.997839974949096e-1,2.783783365074066e-1,7.212536847209347e-1,3.679787716586642e-4,8.270668025179218e-2
5.543272847345071e-1,8.039884153978567e-1,-5.899999999999999e-1,4.735361742951752e-1,3.051997499864692e-1,2.157467665019657e-2,1.569275580107192e0,2.327333362802686e-4,2.101207860615660e0,2.101440593951940e0,-2.100975127279380e0,-9.997785011511151e-1,2.844444270860383e-1,7.151943162807896e-1,3.612566331721018e-4,7.360849385728541e-2
5.598983665654020e-1,7.860384307500734e-1,-5.800000000000001e-1,4.799427728981793e-1,3.053388402041126e-1,2.184612235723326e-2,1.552589214193203e0,2.386265310236035e-4,2.101187827226255e0,2.101426453757279e0,-2.100949200695232e0,-9.997728909040839e-1,2.905894284373398e-1,7.090559792186976e-1,3.545923439625614e-4,6.439214676953431e-2
5.655254386995370e-1,7.682670514337355e-1,-5.700000000000003e-1,4.864179258788138e-1,3.054811833251808e-1,2.211969658850668e-2,1.536222749655656e0,2.446404885837970e-4,2.101167315865357e0,2.101411956353941e0,-2.100922675376773e0,-9.997671656070632e-1,2.968120713832462e-1,7.028399421773424e-1,3.479864394114602e-4,5.505954823252157e-2
5.712090638488151e-1,7.506725002961006e-1,-5.599999999999996e-1,4.929617560873388e-1,3.056268332892553e-1,2.239537282239857e-2,1.520171546016611e0,2.507763619271143e-4,2.101146318099466e0,2.101397094461393e0,-2.100895541737539e0,-9.997613241565928e-1,3.031109837642811e-1,6.965475767631385e-1,3.414394725803919e-4,4.561276199441266e-2
