a,z,N,t,s,H,K_Psi,U_Psi,rho_Psi,P_Psi,w_Psi,Omega_Psi,Omega_m,Omega_r,q_dec
2.175840239619708e1,-9.540407433509558e-1,3.080000000000000e0,9.652439939464097e0,9.707760104809494e-5,1.989913957712685e-1,2.809233027940435e-2,1.187053558174651e-1,1.187053558174651e-1,-9.061302553806072e-2,-7.633440371249774e-1,9.992645092178524e-1,7.354813175386736e-4,9.464608897334382e-9,-6.441739022007926e-1
2.197707797576342e1,-9.544980455953784e-1,3.090000000000000e0,9.702782878653586e0,9.420852439905081e-5,1.982846318259572e-1,2.789184588070263e-2,1.178655969123691e-1,1.178655969123691e-1,-8.997375103166649e-2,-7.633588883324478e-1,9.992811490846237e-1,7.188417569389083e-4,9.158437357544236e-9,-6.442152160659955e-1
2.219795128144163e1,-9.549507976064422e-1,3.100000000000000e0,9.753305249395895e0,9.142424177574986e-5,1.975804588182523e-1,2.769284367061904e-2,1.170318302742786e-1,1.170318302742786e-1,-8.933898660365955e-2,-7.633734035798856e-1,9.992974130613100e-1,7.025780765269522e-4,8.862162950686985e-9,-6.442555966646992e-1
2.242104440074633e1,-9.553990446597255e-1,3.109999999999999e0,9.804007670743609e0,8.872224714746643e-5,1.968788651589988e-1,2.749531119018468e-2,1.162040116283109e-1,1.162040116283109e-1,-8.870870043812626e-2,-7.633875904548724e-1,9.993133096135378e-1,6.866818109960721e-4,8.575466139860107e-9,-6.442950650153105e-1
2.264637964317538e1,-9.558428315803071e-1,3.119999999999999e0,9.854890764273966e0,8.610010852653224e-5,1.961798393579636e-1,2.729923612596862e-2,1.153820970646164e-1,1.153820970646164e-1,-8.808286093864783e-2,-7.634014563742895e-1,9.993288470173837e-1,6.711446845786494e-4,8.298037683857906e-9,-6.443336416658466e-1
2.287397954244083e1,-9.562822027472491e-1,3.130000000000001e0,9.905955154091618e0,8.355546580502275e-5,1.954833700281439e-1,2.710460630909034e-2,1.145660430415462e-1,1.145660430415462e-1,-8.746143673245589e-2,-7.634150085880061e-1,9.993440333636123e-1,6.559586068094158e-4,8.029578306033476e-9,-6.443713467041929e-1
2.310386685872220e1,-9.567172020980341e-1,3.140000000000001e0,9.957201466831451e0,8.108602863888558e-5,1.947894458863044e-1,2.691140971319769e-2,1.137558063842756e-1,1.137558063842756e-1,-8.684439667107789e-2,-7.634282541825694e-1,9.993588765617923e-1,6.411156684093162e-4,7.769798374112378e-9,-6.444081997682353e-1
2.333606458094272e1,-9.571478731329598e-1,3.150000000000000e0,1.000863033166159e1,7.868957437962026e-5,1.940980557495139e-1,2.671963445137484e-2,1.129513442787318e-1,1.129513442787318e-1,-8.623170982735695e-2,-7.634412000848934e-1,9.993733843442966e-1,6.266081372858537e-4,7.518417590570074e-9,-6.444442200558580e-1
2.357059592906813e1,-9.575742589194887e-1,3.160000000000000e0,1.006024238028638e1,7.636394604133560e-5,1.934091885237982e-1,2.652926877093393e-2,1.121526142564342e-1,1.121526142564342e-1,-8.562334548550030e-2,-7.634538530660070e-1,9.993875642701663e-1,6.124284546691402e-4,7.275164693476581e-9,-6.444794263348828e-1
2.380748435642867e1,-9.579964020965545e-1,3.170000000000000e0,1.011203824694969e1,7.410705040149918e-5,1.927228332142200e-1,2.634030105422220e-2,1.113595742043696e-1,1.113595742043696e-1,-8.501927315014737e-2,-7.634662197443223e-1,9.994014237290298e-1,5.985692311930917e-4,7.039777165234566e-9,-6.445138369523553e-1
