a,z,N,t,phi,phidot,H,KE,PE,rho_phi,P_phi,w_phi,Omega_phi,Omega_m,Omega_r,q_dec
1.836304777028907e-3,5.435719101259290e2,-6.300000000000000e0,7.857747947819087e-5,2.724334841036720e-3,8.365313698164182e1,7.494569518154580e3,3.498923663434665e3,9.918603036739060e5,9.953592273373407e5,-9.883613800104713e5,-9.929695258408473e-1,5.906976014311892e-3,8.625684677226888e-1,1.315245562629994e-1,5.569641073733733e-1
1.854759946855503e-3,5.381533290846430e2,-6.290000000000000e0,7.992221841048665e-5,2.837814933050360e-3,8.512224872241296e1,7.378816964064051e3,3.622898613780168e3,9.915226919499042e5,9.951455905636844e5,-9.878997933361240e5,-9.927188571237541e-1,6.092448871122913e-3,8.635443621782825e-1,1.303631889505947e-1,5.561094611546580e-1
1.873400594222423e-3,5.327886638255613e2,-6.280000000000000e0,8.128804659307719e-5,2.955092867962513e-3,8.660836875564506e1,7.264914431988407e3,3.750504769256898e3,9.911739021103390e5,9.949244068795959e5,-9.874233973410821e5,-9.924607241649248e-1,6.283589759633770e-3,8.645065476565894e-1,1.292098625837769e-1,5.552506072270862e-1
1.892228583209940e-3,5.274773778776872e2,-6.270000000000000e0,8.267528284937629e-5,3.076282648578140e-3,8.811183894426766e1,7.152831737593860e3,3.881848081070282e3,9.908136071671594e5,9.946954552482297e5,-9.869317590860892e5,-9.921949013427401e-1,6.480564854573370e-3,8.654549008736052e-1,1.280645342718214e-1,5.543872920261179e-1
1.911245796632638e-3,5.222189401080007e2,-6.260000000000000e0,8.408425056656189e-5,3.201501697119741e-3,8.963299987339572e1,7.042539212490228e3,4.017037333152079e3,9.904414708578530e5,9.944585081910050e5,-9.864244335247009e5,-9.919211564885511e-1,6.683544830307475e-3,8.663892944308456e-1,1.269271607388469e-1,5.535192560931403e-1
1.930454136227709e-3,5.170128246683420e2,-6.250000000000000e0,8.551527775203048e-5,3.330870949414537e-3,9.117219084253269e1,6.934007695017893e3,4.156184191513600e3,9.900571474245500e5,9.942133316160636e5,-9.859009632330365e5,-9.916392507335265e-1,6.892704960836675e-3,8.673095967048692e-1,1.257976983342940e-1,5.526462339928098e-1
1.949855522845121e-3,5.118585109428291e2,-6.240000000000000e0,8.696869709015926e-5,3.464514951268731e-3,9.272974984987816e1,6.827208521204392e3,4.299403253610490e3,9.896602813902752e5,9.939596846438857e5,-9.853608781366647e5,-9.913489383522616e-1,7.108225220632978e-3,8.682156717359265e-1,1.246761030434405e-1,5.517679542326557e-1
1.969451896639701e-3,5.067554834957940e2,-6.230000000000000e0,8.844484599936970e-5,3.602561957099965e-3,9.430601356841541e1,6.722113515887059e3,4.446812097583075e3,9.892505073323465e5,9.936973194299296e5,-9.848036952347634e5,-9.910499666032426e-1,7.330290386218580e-3,8.691073791158209e-1,1.235623304979605e-1,5.508841391852992e-1
1.989245217265163e-3,5.017032320202389e2,-6.220000000000000e0,8.994406668947347e-5,3.745144030850359e-3,9.590131731360674e1,6.618694983998525e3,4.598531331242544e3,9.888274496530767e5,9.934259809843192e5,-9.842289183218342e5,-9.907420755662417e-1,7.559090138381786e-3,8.699845738750865e-1,1.224563359865317e-1,5.499945050136268e-1
2.009237464070060e-3,4.967012512868071e2,-6.210000000000000e0,9.146670621928130e-5,3.892397149204269e-3,9.751599500250423e1,6.516925702011953e3,4.754684640664214e3,9.883907223479393e5,9.931454069886035e5,-9.836360377072750e5,-9.904249979767186e-1,7.794819164915530e-3,8.708471063695857e-1,1.213580744654987e-1,5.490987615992891e-1
2.029430636295734e-3,4.917490410932563e2,-6.200000000000000e0,9.301311655445844e-5,4.044461307134625e-3,9.915037910407194e1,6.416778909542580e3,4.915398838240593e3,9.879399287713756e5,9.928553276096161e5,-9.830245299331350e5,-9.900984590573235e-1,8.037677263754778e-3,8.716948221666454e-1,1.202675005695998e-1,5.481966124749347e-1
2.049826753276237e-3,4.868461062144401e2,-6.190000000000000e0,9.458365462560256e-5,4.201480625799472e-3,1.008048005805013e2,6.318228301102623e3,5.080803910037313e3,9.874746614004348e5,9.925554653104721e5,-9.823938574903975e5,-9.897621763465924e-1,8.287869446377844e-3,8.725275619308537e-1,1.191845686227686e-1,5.472877547605994e-1
2.070427854640261e-3,4.819919563527855e2,-6.180000000000000e0,9.617868238652526e-5,4.363603462808664e-3,1.024795888192951e2,6.221248018006519e3,5.251033062285893e3,9.869945015964619e5,9.922455346587477e5,-9.817434685341760e5,-9.894158595249476e-1,8.545606041325742e-3,8.733451613096604e-1,1.181092326490138e-1,5.463718791046970e-1
2.091236000515110e-3,4.771861060892608e2,-6.170000000000000e0,9.779856687271515e-5,4.530982524878461e-3,1.041750715558875e2,6.125812640423307e3,5.426222766837137e3,9.864990193650638e5,9.919252421319009e5,-9.810727965982266e5,-9.890592102381127e-1,8.811102797682843e-3,8.741474508189289e-1,1.170414463833882e-1,5.454486696300893e-1
2.112253271732714e-3,4.724280748348348e2,-6.160000000000000e0,9.944368025995701e-5,4.703774982888969e-3,1.058915747865517e2,6.031897179573406e3,5.606512805387936e3,9.859877731146134e5,9.915942859200013e5,-9.803812603092254e5,-9.886919219180731e-1,9.084580988348976e-3,8.749342557285927e-1,1.159811632830583e-1,5.445178038857430e-1
2.133481770037708e-3,4.677173867824170e2,-6.150000000000000e0,1.011143999230842e-4,4.882142589357197e-3,1.076294226713444e2,5.939477070066743e3,5.792046312283455e3,9.854603094135639e5,9.912523557258474e5,-9.796682631012804e5,-9.883136796017150e-1,9.366267512921125e-3,8.757053959485981e-1,1.149283365384807e-1,5.435789528044963e-1
2.154923618297615e-3,4.630535708592761e2,-6.140000000000000e0,1.028111084948379e-4,5.066251798335370e-3,1.093889374268230e2,5.848528162379488e3,5.982969815684701e3,9.849161627468793e5,9.908991325625640e5,-9.789331929311946e5,-9.879241597472951e-1,9.656394999989012e-3,8.764606859153146e-1,1.138829190846963e-1,5.426317806675196e-1
2.176580960715126e-3,4.584361606799342e2,-6.130000000000000e0,1.045341939248064e-4,5.256273887741022e-3,1.111704392082625e2,5.759026715466650e3,6.179433276878994e3,9.843548552719053e5,9.905342885487843e5,-9.781754219950263e5,-9.875230300488994e-1,9.955201908634869e-3,8.771999344786130e-1,1.128448636127522e-1,5.416759450760307e-1
2.198455963042531e-3,4.538646944995250e2,-6.120000000000000e0,1.062840495384172e-4,5.452385084122362e-3,1.129742459810938e2,5.670949389507515e3,6.381590127498349e3,9.837758965740361e5,9.901574867015345e5,-9.773943064465377e5,-9.871099492490694e-1,1.026293262891412e-2,8.779229447898211e-1,1.118141225812648e-1,5.407110969309212e-1
2.220550812798294e-3,4.493387151676209e2,-6.110000000000000e0,1.080610740959515e-4,5.654766689858243e-3,1.148006733812708e2,5.584273238781696e3,6.589597304396611e3,9.831787834225576e5,9.897683807269542e5,-9.765891861181611e5,-9.866845669497813e-1,1.057983758107612e-2,8.786295141907946e-1,1.107906482281293e-1,5.397368804209399e-1
2.242867719485803e-3,4.448577700825168e2,-6.100000000000000e0,1.098656718515516e-4,5.863605212788729e-3,1.166500345642697e2,5.498975704672700e3,6.803615281922654e3,9.825629995270791e5,9.893666148090017e5,-9.757593842451564e5,-9.862465234219854e-1,1.090617331327108e-2,8.793194341043346e-1,1.097743925823944e-1,5.387529330201200e-1
2.265408914814322e-3,4.404214111459706e2,-6.090000000000000e0,1.116982526121894e-4,6.079092498267668e-3,1.185226400424144e2,5.415034608796836e3,7.023808101311861e3,9.819280152949954e5,9.889518233963073e5,-9.749042071936835e5,-9.857954494139252e-1,1.124220259746963e-2,8.799924899262250e-1,1.087653074763054e-1,5.377588854951905e-1
2.288176652922169e-3,4.360291947183915e2,-6.080000000000000e0,1.135592317965643e-4,6.301425863624604e-3,1.204187975102160e2,5.332428146254500e3,7.250343396903206e3,9.812732875904533e5,9.885236309873565e5,-9.740229441935500e5,-9.853309659584739e-1,1.158819452330747e-2,8.806484609191556e-1,1.077633445575368e-1,5.367543619237205e-1
2.311173210602129e-3,4.316806815744764e2,-6.070000000000000e0,1.154490304938945e-4,6.530808235018005e-3,1.223388116574028e2,5.251134879001737e3,7.483392418872741e3,9.805982594953318e5,9.880816519142046e5,-9.731148670764590e5,-9.848526841797431e-1,1.194442458954631e-2,8.812871201088343e-1,1.067684553016194e-1,5.357389797238135e-1
2.334400887529133e-3,4.273754368592872e2,-6.060000000000000e0,1.173680755225684e-4,6.767448286657234e-3,1.242829839693152e2,5.171133729339414e3,7.723130052158524e3,9.799023600727788e5,9.876254901249373e5,-9.721792300206203e5,-9.843602050992396e-1,1.231117479282592e-2,8.819082341825976e-1,1.057805910245766e-1,5.347123496961699e-1
2.357862006490233e-3,4.231130300447641e2,-6.050000000000000e0,1.193167994886198e-4,7.011560582364872e-3,1.262516125143322e2,5.092403973517614e3,7.969734831234541e3,9.791850041338872e5,9.871547389651218e5,-9.712152693026527e5,-9.838531194418626e-1,1.268873371336247e-2,8.825115633908512e-1,1.047997028957862e-1,5.336740760794045e-1
2.381558913616871e-3,4.188930348866748e2,-6.040000000000000e0,1.212956408439871e-4,7.263365719445153e-3,1.282449917179894e2,5.014925235452963e3,8.223388950373585e3,9.784455920081283e5,9.866689809585019e5,-9.702222030577547e5,-9.833310074420603e-1,1.307739659722729e-2,8.830968614516949e-1,1.038257419510778e-1,5.326237566195322e-1
2.405493978619510e-3,4.147150293819861e2,-6.030000000000000e0,1.233050439445224e-4,7.523090474818517e-3,1.302634121234458e2,4.938677480556496e3,8.484278269021350e3,9.776835093182031e5,9.861677875872244e5,-9.691992310491818e5,-9.827934386504773e-1,1.347746543482111e-2,8.836638754591004e-1,1.028586591060784e-1,5.315609826545680e-1
2.429669595024597e-3,4.105785957266655e2,-6.020000000000000e0,1.253454591077053e-4,7.790967953376536e-3,1.323071601379397e2,4.863641009669918e3,8.752592311883216e3,9.768981267600087e5,9.856507190718920e5,-9.681455344481255e5,-9.822399717414606e-1,1.388924903513587e-2,8.842123457950427e-1,1.018984051698213e-1,5.304853392152378e-1
2.454088180413917e-3,4.064833202739014e2,-6.010000000000000e0,1.274173426700224e-4,8.067237738508138e-3,1.343765177648447e2,4.789796453107865e3,9.028524263302810e3,9.760887998884526e5,9.851173241517554e5,-9.670602756251498e5,-9.816701543218177e-1,1.431306309537593e-2,8.847420060459890e-1,1.009449308586351e-1,5.293964051428344e-1
2.478752176666358e-3,4.024287934927351e2,-6.000000000000000e0,1.295211570439791e-4,8.352146044690060e-3,1.364717623212981e2,4.717124764804071e3,9.312270955540438e3,9.752548689100377e5,9.845671398655782e5,-9.659425979544972e5,-9.810835227411472e-1,1.474923026548959e-2,8.852525829241892e-1,9.999818681032127e-2,5.282937532252803e-1
2.503664050202100e-3,3.984146099271100e2,-5.990000000000000e0,1.316573707746817e-4,8.645945872177081e-3,1.385931661403317e2,4.645607216559346e3,9.604032850400794e3,9.743956584827499e5,9.839996913331507e5,-9.647916256323492e5,-9.804796019043686e-1,1.519808020713066e-2,8.857437961942315e-1,9.905812359863762e-2,5.271769503525212e-1
2.528826292229256e-3,3.944403681553241e2,-5.980000000000000e0,1.338264585959635e-4,8.948897163604759e-3,1.407409962578782e2,4.575225392389129e3,9.904014013830036e3,9.735104775244561e5,9.834144915382861e5,-9.636064635106261e5,-9.798579050867191e-1,1.565994964655903e-2,8.862153586053378e-1,9.812469174810327e-2,5.260455576923908e-1
2.554241418992998e-3,3.905056707498882e2,-5.970000000000000e0,1.360289014860016e-4,9.261266962474389e-3,1.429155140839374e2,4.505961182968625e3,1.021242208293806e4,9.725986190305831e5,9.828110411135211e5,-9.623861969476450e5,-9.792179337518077e-1,1.613518242095517e-2,8.866669758299073e-1,9.719784174913748e-2,5.248991308881341e-1
2.579911972027180e-3,3.866101242377834e2,-5.960000000000000e0,1.382651867223797e-4,9.583329573413466e-3,1.451169750576207e2,4.437796780173551e3,1.052946822493706e4,9.716593599020998e5,9.821888281270369e5,-9.611298916771627e5,-9.785591773732225e-1,1.662412951760278e-2,8.870983464088507e-1,9.627752407354681e-2,5.237372202788364e-1
